Title,Source,Date,Search Term
Opinion: Looking Forward to the General Election Debate? Not So Fast.,Washington Post,6-Sep,Kamala D Harris
"Opinion: Welcome to the Third Tier, Kamala Harris",Washington Post,6-Sep,Kamala D Harris
The Health 202: More Than Half of House Democrats Now Support Medicare-for-al,Washington Post,6-Sep,Kamala D Harris
"Warren, Sanders Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
"Sanders, Warren Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
Reps. Kennedy And Cheney Consider Their Choices in the Call of Familial Ambition,Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
Harris Seemingly Agrees With Voter Who Called Trump’s Policies ‘mentally Retard,Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
"Joe Biden, Gary Hart And the Perils of Being Atop the Polls",Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
Democrats Try to Curse Their Way to Voters’ Attention,Washington Post,7-Sep," Bernard Sanders ""Bernie""           "
"Warren, Sanders Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep, Elizabeth A Warren
"Sanders, Warren Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep, Elizabeth A Warren
Reps. Kennedy And Cheney Consider Their Choices in the Call of Familial Ambition,Washington Post,7-Sep, Elizabeth A Warren
Harris Seemingly Agrees With Voter Who Called Trump’s Policies ‘mentally Retard,Washington Post,7-Sep, Elizabeth A Warren
Democrats Try to Curse Their Way to Voters’ Attention,Washington Post,7-Sep, Elizabeth A Warren
"Warren, Sanders Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep, Joseph Robinette Biden Jr
"Sanders, Warren Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep, Joseph Robinette Biden Jr
Harris Seemingly Agrees With Voter Who Called Trump’s Policies ‘mentally Retard,Washington Post,7-Sep, Joseph Robinette Biden Jr
"Joe Biden, Gary Hart And the Perils of Being Atop the Polls",Washington Post,7-Sep, Joseph Robinette Biden Jr
Democrats Try to Curse Their Way to Voters’ Attention,Washington Post,7-Sep, Joseph Robinette Biden Jr
Opinion: The Collateral Damage for Trump’s Wall Is Now Clear,Washington Post,7-Sep,Pete Buttigieg
Democrats Try to Curse Their Way to Voters’ Attention,Washington Post,7-Sep,Pete Buttigieg
"Warren, Sanders Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep,Kamala D Harris
"Sanders, Warren Draw Enthusiastic Responses as Candidates Make Their Cases At ",Washington Post,7-Sep,Kamala D Harris
Reps. Kennedy And Cheney Consider Their Choices in the Call of Familial Ambition,Washington Post,7-Sep,Kamala D Harris
Harris Seemingly Agrees With Voter Who Called Trump’s Policies ‘mentally Retard,Washington Post,7-Sep,Kamala D Harris
Democrats Try to Curse Their Way to Voters’ Attention,Washington Post,7-Sep,Kamala D Harris
"With Time Ebbing, Trailing Candidates Search for a Presidential Message",Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
"Opinion: Like It Or Not, Thursday’s Debate Is About Electability",Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
16 Candidates in Search of An Upset,Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
"Opinion: In New Hampshire, Elizabeth Warren Shows Why She’s on the Rise",Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
Harris Apologizes After Seeming to Agree That Trump’s Policies Are  ‘mentally Re,Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
How Joe Biden Attracts Both Black Voters And Racially ‘resentful’ Voters,Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
"Opinion: In New Hampshire, Trump Drives Turnout — for Democrats",Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
N.C. House Race Boils Down to Trump After Two Years of Drama And Fraud Allegat,Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
"Joe Biden Ahead in Democratic Race, With Sens. Bernie Sanders And Elizabeth War",Washington Post,8-Sep," Bernard Sanders ""Bernie""           "
"Biden And Warren, Longtime Frenemies, Will Finally Meet in a Debate Chasing the ",Washington Post,8-Sep, Elizabeth A Warren
"With Time Ebbing, Trailing Candidates Search for a Presidential Message",Washington Post,8-Sep, Elizabeth A Warren
"Opinion: Like It Or Not, Thursday’s Debate Is About Electability",Washington Post,8-Sep, Elizabeth A Warren
16 Candidates in Search of An Upset,Washington Post,8-Sep, Elizabeth A Warren
"Opinion: In New Hampshire, Elizabeth Warren Shows Why She’s on the Rise",Washington Post,8-Sep, Elizabeth A Warren
Harris Apologizes After Seeming to Agree That Trump’s Policies Are  ‘mentally Re,Washington Post,8-Sep, Elizabeth A Warren
How Joe Biden Attracts Both Black Voters And Racially ‘resentful’ Voters,Washington Post,8-Sep, Elizabeth A Warren
"Opinion: In New Hampshire, Trump Drives Turnout — for Democrats",Washington Post,8-Sep, Elizabeth A Warren
"Joe Biden Ahead in Democratic Race, With Sens. Bernie Sanders And Elizabeth War",Washington Post,8-Sep, Elizabeth A Warren
"Biden And Warren, Longtime Frenemies, Will Finally Meet in a Debate Chasing the ",Washington Post,8-Sep, Joseph Robinette Biden Jr
"With Time Ebbing, Trailing Candidates Search for a Presidential Message",Washington Post,8-Sep, Joseph Robinette Biden Jr
"Opinion: Like It Or Not, Thursday’s Debate Is About Electability",Washington Post,8-Sep, Joseph Robinette Biden Jr
16 Candidates in Search of An Upset,Washington Post,8-Sep, Joseph Robinette Biden Jr
"Opinion: In New Hampshire, Elizabeth Warren Shows Why She’s on the Rise",Washington Post,8-Sep, Joseph Robinette Biden Jr
Harris Apologizes After Seeming to Agree That Trump’s Policies Are  ‘mentally Re,Washington Post,8-Sep, Joseph Robinette Biden Jr
How Joe Biden Attracts Both Black Voters And Racially ‘resentful’ Voters,Washington Post,8-Sep, Joseph Robinette Biden Jr
"Opinion: In New Hampshire, Trump Drives Turnout — for Democrats",Washington Post,8-Sep, Joseph Robinette Biden Jr
"Joe Biden Ahead in Democratic Race, With Sens. Bernie Sanders And Elizabeth War",Washington Post,8-Sep, Joseph Robinette Biden Jr
"With Time Ebbing, Trailing Candidates Search for a Presidential Message",Washington Post,8-Sep,Pete Buttigieg
"Opinion: Like It Or Not, Thursday’s Debate Is About Electability",Washington Post,8-Sep,Pete Buttigieg
16 Candidates in Search of An Upset,Washington Post,8-Sep,Pete Buttigieg
"Opinion: In New Hampshire, Trump Drives Turnout — for Democrats",Washington Post,8-Sep,Pete Buttigieg
"Opinion: In New Hampshire, Democrats Court Veterans",Washington Post,8-Sep,Pete Buttigieg
"Joe Biden Ahead in Democratic Race, With Sens. Bernie Sanders And Elizabeth War",Washington Post,8-Sep,Pete Buttigieg
"Are Democrats Really ‘godless’? The Numbers Say Mostly Not, But the Rap Still St",Washington Post,8-Sep,Pete Buttigieg
"With Time Ebbing, Trailing Candidates Search for a Presidential Message",Washington Post,8-Sep,Kamala D Harris
"Opinion: Like It Or Not, Thursday’s Debate Is About Electability",Washington Post,8-Sep,Kamala D Harris
16 Candidates in Search of An Upset,Washington Post,8-Sep,Kamala D Harris
Harris Apologizes After Seeming to Agree That Trump’s Policies Are  ‘mentally Re,Washington Post,8-Sep,Kamala D Harris
How Joe Biden Attracts Both Black Voters And Racially ‘resentful’ Voters,Washington Post,8-Sep,Kamala D Harris
"Opinion: In New Hampshire, Trump Drives Turnout — for Democrats",Washington Post,8-Sep,Kamala D Harris
"Opinion: In New Hampshire, Democrats Court Veterans",Washington Post,8-Sep,Kamala D Harris
"Joe Biden Ahead in Democratic Race, With Sens. Bernie Sanders And Elizabeth War",Washington Post,8-Sep,Kamala D Harris
Opinion: Democrats Have Lots of Gun Proposals. Why Aren’t We Talking About the ,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
How Not to Mourn a Beloved Author,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Opinion: A ‘Just And Safe America’,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Eight Democratic Presidential Candidates Appear in Video By Anti-gun-violence Gr,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
The Daily 202: Younger Presidential Candidates Are Failing to Get Traction With Ca,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Power Up: Most Americans Support Background Checks on Guns. Will Trump Act?,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Opinion: What to Do And Not Do in the Democratic Debates,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Opinion: Biden’s Wall Cracks as Warren And Sanders Lay Siege,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Poor And Middle-class Americans Are Much Less Likely to Survive Into Their 70s T,Washington Post,9-Sep," Bernard Sanders ""Bernie""           "
Opinion: How to Redesign the Debates for Our Current Political Climate,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Eight Tips for Thursday’s Democratic Debate,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Democrats Have Lots of Gun Proposals. Why Aren’t We Talking About the ,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Why the World of Personal Finance Needs More Politics,Washington Post,9-Sep, Elizabeth A Warren
Eight Democratic Presidential Candidates Appear in Video By Anti-gun-violence Gr,Washington Post,9-Sep, Elizabeth A Warren
The Daily 202: Younger Presidential Candidates Are Failing to Get Traction With Ca,Washington Post,9-Sep, Elizabeth A Warren
Power Up: Most Americans Support Background Checks on Guns. Will Trump Act?,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Here’s How Amy Klobuchar Could Pull Off the Nomination,Washington Post,9-Sep, Elizabeth A Warren
Opinion: What to Do And Not Do in the Democratic Debates,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Biden’s Wall Cracks as Warren And Sanders Lay Siege,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Ups And Downs: It’s Still Getting Worse,Washington Post,9-Sep, Elizabeth A Warren
Opinion: Eight Tips for Thursday’s Democratic Debate,Washington Post,9-Sep, Joseph Robinette Biden Jr
White House Weighs Controversial Plan on Mental Illness And Mass Shootings,Washington Post,9-Sep, Joseph Robinette Biden Jr
Biden’s Claim That He Opposed the Iraq War the ‘moment It Started’,Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: Democrats Have Lots of Gun Proposals. Why Aren’t We Talking About the ,Washington Post,9-Sep, Joseph Robinette Biden Jr
"Democrats Investigate Whether Trump, Giuliani Pressured Ukraine to Aid 2020 Ree",Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: A ‘Just And Safe America’,Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: Why the World of Personal Finance Needs More Politics,Washington Post,9-Sep, Joseph Robinette Biden Jr
Eight Democratic Presidential Candidates Appear in Video By Anti-gun-violence Gr,Washington Post,9-Sep, Joseph Robinette Biden Jr
The Daily 202: Younger Presidential Candidates Are Failing to Get Traction With Ca,Washington Post,9-Sep, Joseph Robinette Biden Jr
Power Up: Most Americans Support Background Checks on Guns. Will Trump Act?,Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: Here’s How Amy Klobuchar Could Pull Off the Nomination,Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: What to Do And Not Do in the Democratic Debates,Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: Biden’s Wall Cracks as Warren And Sanders Lay Siege,Washington Post,9-Sep, Joseph Robinette Biden Jr
"These People Won a Free Trip to a Presidential Debate, And They Had Fun. Really.",Washington Post,9-Sep, Joseph Robinette Biden Jr
Opinion: How to Redesign the Debates for Our Current Political Climate,Washington Post,9-Sep,Pete Buttigieg
Opinion: Democrats Have Lots of Gun Proposals. Why Aren’t We Talking About the ,Washington Post,9-Sep,Pete Buttigieg
Eight Democratic Presidential Candidates Appear in Video By Anti-gun-violence Gr,Washington Post,9-Sep,Pete Buttigieg
The Daily 202: Younger Presidential Candidates Are Failing to Get Traction With Ca,Washington Post,9-Sep,Pete Buttigieg
Opinion: What to Do And Not Do in the Democratic Debates,Washington Post,9-Sep,Pete Buttigieg
Opinion: Biden’s Wall Cracks as Warren And Sanders Lay Siege,Washington Post,9-Sep,Pete Buttigieg
"These People Won a Free Trip to a Presidential Debate, And They Had Fun. Really.",Washington Post,9-Sep,Pete Buttigieg
Opinion: Democrats Have Lots of Gun Proposals. Why Aren’t We Talking About the ,Washington Post,9-Sep,Kamala D Harris
How Not to Mourn a Beloved Author,Washington Post,9-Sep,Kamala D Harris
Opinion: A ‘Just And Safe America’,Washington Post,9-Sep,Kamala D Harris
Eight Democratic Presidential Candidates Appear in Video By Anti-gun-violence Gr,Washington Post,9-Sep,Kamala D Harris
Power Up: Most Americans Support Background Checks on Guns. Will Trump Act?,Washington Post,9-Sep,Kamala D Harris
Opinion: What to Do And Not Do in the Democratic Debates,Washington Post,9-Sep,Kamala D Harris
Opinion: Biden’s Wall Cracks as Warren And Sanders Lay Siege,Washington Post,9-Sep,Kamala D Harris
The Health 202: Pelosi And Trump Want a Deal on Lowering Drug Prices. Now Is T,Washington Post,9-Sep,Kamala D Harris
"More Americans Go Without Health Coverage Despite Strong Economy, Census Bure",Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Opinion: Happy Hour Roundup,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Congressional Progressive Caucus Backs Impeachment Inquiry Into Trump,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
The Fracking Conversation Making Swing-state Democrats Nervous,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
"Trump’s Critics Are Targeting His Donors, Sparking Fears of a Backlash Against Di",Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Are Moderate Democratic Candidates the Safe Bet They Used to Be?,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Opinion: What Do Black Women Voters Want?,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Risk Or Safety? The Dividing Line Between Joe Biden And His Challengers.,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Opinion: Here’s a Suggestion for Thursday’s Presidential Debate: Talk About Publ,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
The Health 202: States Face An Opioid Funding Cliff Next Year,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
"President Trump’s Critics Are Weaponizing Information About His Donors, Raising ",Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
"We’re in a Geopolitical Recession. Trump Isn’t the Cause, He’s a Symptom.",Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
Opinion: Democrats Need a Feisty Fighter on Climate Change,Washington Post,10-Sep," Bernard Sanders ""Bernie""           "
The Fracking Conversation Making Swing-state Democrats Nervous,Washington Post,10-Sep, Elizabeth A Warren
"Trump’s Housing Finance Plan Will Make Mortgages More Expensive, Especially for",Washington Post,10-Sep, Elizabeth A Warren
"Trump’s Critics Are Targeting His Donors, Sparking Fears of a Backlash Against Di",Washington Post,10-Sep, Elizabeth A Warren
Opinion: What Do Black Women Voters Want?,Washington Post,10-Sep, Elizabeth A Warren
Risk Or Safety? The Dividing Line Between Joe Biden And His Challengers.,Washington Post,10-Sep, Elizabeth A Warren
Opinion: Here’s a Suggestion for Thursday’s Presidential Debate: Talk About Publ,Washington Post,10-Sep, Elizabeth A Warren
The Health 202: States Face An Opioid Funding Cliff Next Year,Washington Post,10-Sep, Elizabeth A Warren
"President Trump’s Critics Are Weaponizing Information About His Donors, Raising ",Washington Post,10-Sep, Elizabeth A Warren
The Fracking Conversation Making Swing-state Democrats Nervous,Washington Post,10-Sep, Joseph Robinette Biden Jr
Are Moderate Democratic Candidates the Safe Bet They Used to Be?,Washington Post,10-Sep, Joseph Robinette Biden Jr
Opinion: What Do Black Women Voters Want?,Washington Post,10-Sep, Joseph Robinette Biden Jr
Risk Or Safety? The Dividing Line Between Joe Biden And His Challengers.,Washington Post,10-Sep, Joseph Robinette Biden Jr
