,author,content,description,publishedAt,source,title,url
21,Cleve R. Wootson Jr.,"CEDAR RAPIDS, Iowa Former vice president Joe Biden said he wanted to spend Monday celebrating the role organized labor has played in improving the lives of Americans. But moments into his first Labor Day appearance, the presidential candidate turned instead t… [+5291 chars]",Democrats criticized President Trump and other Republicans for failing to consider gun-control measures and decried the president’s attitude toward organized labor.,2019-09-03,The Washington Post,"On Labor Day, presidential candidates turn the conversation to guns",https://www.washingtonpost.com/politics/on-labor-day-presidential-candidates-turn-the-conversation-to-guns/2019/09/02/9d272d1a-cdcc-11e9-b29b-a528dc82154a_story.html
22,David Weigel,"In this edition: Mississippi's curiously close race for governor, Democrats learn to hate golf again, and the coming attacks on Elizabeth Warren.
I, too, have decided not to run for governor of West Virginia, and this is The Trailer.
Mississippi Attorney Ge… [+20322 chars]","In this edition: Mississippi's curiously close race for governor, Democrats learn to hate golf again, and the coming attacks on Elizabeth Warren.",2019-09-03,The Washington Post,The Trailer: Mississippi has a surprisingly competitive gubernatorial race,https://www.washingtonpost.com/politics/paloma/the-trailer/2019/09/03/the-trailer-mississippi-has-a-surprisingly-competitive-gubernatorial-race/5d6d2a46602ff171a5d7338d/
23,,"PORTLAND, Maine (AP) Democratic presidential candidate and U.S. Sen. Cory Booker is making a trip to Maine, making himself the fourth candidate to come to the Pine Tree State in this election cycle.
Booker, a senator from New Jersey, plans to make a stop in … [+656 chars]","PORTLAND, Maine (AP) — Democratic presidential candidate and U.S. Sen. Cory Booker is making a trip to Maine, making himself the fourth candidate to come to the Pine Tree State in this election cycle.",2019-09-03,Associated Press,Cory Booker to make Maine stop amid presidential push,https://apnews.com/358e571627ca4a3dae58d67b2fb05497
24,Hannah Bleau,"If you dont believe in climate change you should not be in Congress, Sanders declared in a tweet Sunday evening:
If you dont believe in climate change you should not be in Congress.
— Bernie Sanders (@BernieSanders) September 1, 2019
Donald Trump says clim… [+4354 chars]","Sen. Bernie Sanders (I-VT) does not believe that skeptics of the progressive wing’s stance on climate change should serve in Congress, he tweeted Sunday.",2019-09-02,Breitbart News,Sanders: Climate Change Deniers ‘Should Not Be in Congress’,https://www.breitbart.com/politics/2019/09/02/sanders-climate-change-deniers-should-not-be-in-congress/
25,"John Iadarola, opinion contributor",Donald TrumpDonald John TrumpThe dark side of progress: We're ignoring the most potent threat to working-class AmericansWest Texas mass shooting reignites gun control debateTrump says West Texas shooting 'hasn't changed anything' in ongoing gun talksMORE has … [+6735 chars],"Reporters don't conspire in dark rooms to invent stories, but that is not to say that the media doesn't have issues.",2019-09-02,The Hill,"How the media can save itself, before Donald Trump destroys it",https://thehill.com/opinion/technology/459590-how-the-media-can-save-itself-before-donald-trump-destroys-it
26,Jennifer Rubin,President Trump bluffed and bullied and lied his way through each of the Republican presidential primary debates in the 2016 cycle. Those not enamored of his shtick were convinced that he embarrassed himself in every one of these and lost. His fans ate it all… [+4353 chars],"Keep it to yourself, but debates don't make a difference.",2019-09-02,The Washington Post,Biden’s rivals won’t defeat him in the debates,https://www.washingtonpost.com/opinions/2019/09/02/bidens-rivals-wont-defeat-him-debates/
27,Hannah Bleau,"Hurricane Dorian, now a Category 3 storm, is slowly making its way to the U.S. coast, but Sanders is using its slow approach to warn Americans it is “only going to get worse” unless the U.S. takes action.
“When we talk about a climate crisis this is what we … [+2640 chars]",Sen. Bernie Sanders (I-VT) is using Hurricane Dorian – the monster storm that pummeled the Bahamas and is now creeping toward the U.S. mainland – to push his $16 trillion Green New Deal proposal.,2019-09-03,Breitbart News,Sanders Uses Hurricane Dorian to Push Green New Deal,https://www.breitbart.com/politics/2019/09/03/sanders-uses-hurricane-dorian-to-push-green-new-deal/
28,Hannah Bleau,"The three candidates have dominated the top tier for the bulk of the months-long presidential race. While Sen. Kamala Harris (D-CA) experienced a significant bounce after taking on Biden on bussing during her first debate performance, Rep. Tulsi Gabbard’s (D-… [+2785 chars]","The next Democrat debate in Houston, Texas, is right around the corner, and while ten candidates qualified for the event, some doubt that the lower-tier candidates will be able to experience a breakthrough. At this point, it is all about Joe Biden (D), Sen. E…",2019-09-03,Breitbart News,"Politico: Democrat Race Is All About Elizabeth Warren, Joe Biden, and Bernie Sanders",https://www.breitbart.com/politics/2019/09/03/politico-democrat-race-is-all-about-elizabeth-warren-joe-biden-and-bernie-sanders/
29,Harper Neidig and Reid Wilson,"SACRAMENTO A heated debate over a proposed California measure that would force employers like Uber and Lyft to treat app-based workers as employees has sparked a million-dollar lobbying battle in the heart of the gig economy, a fight that could spill over to … [+10090 chars]",SACRAMENTO - A heated debate over a proposed California measure that would force employers like Uber and Lyft to treat app-based workers as employees has sparked a million-dollar lobbying battle in the heart of the gig ec...,2019-09-02,The Hill,Meet the former labor organizer emerging as a huge threat to Uber and Lyft,https://thehill.com/policy/technology/technology/459501-meet-the-former-labor-organizer-emerging-as-a-huge-threat-to
30,Al Weaver,"Welcome to The Hills Morning Report. Happy Tuesday as the September workweek! Our newsletter gets you up to speed on the most important developments in politics and policy, plus trends to watch. Al Weaver is holding down the fort for the week while Alexis Sim… [+24101 chars]",Welcome to The Hill's Morning Re...,2019-09-03,The Hill,The Hill's Morning Report - US coastline readies for Hurricane Dorian to make landfall,https://thehill.com/homenews/morning-report/459665-the-hills-morning-report
31,Paige Winfield Cunningham,"THE PROGNOSIS
Then-Indiana governor Mike Pence in 2015. (AP Photo/Darron Cummings, File)
INDIANAPOLIS, Ind.  Indiana is emerging as a test case of whether its possible to enact Medicaid work requirements without also prompting widespread confusion and cover… [+20126 chars]",Work requirements in the conservative state are gradual and more limited in scope.,2019-09-03,The Washington Post,The Health 202: Indiana is trying a gentler approach to Medicaid work requirements,https://www.washingtonpost.com/news/powerpost/paloma/the-health-202/2019/09/03/the-health-202-indiana-is-trying-a-gentler-approach-to-medicaid-work-requirements/5d6bd21b602ff171a5d7337e/
32,Michael Scherer,"Joe Bidens fellow candidates have compared him to Donald Trump, dismissed him as past his sell-by date and gone public in unison with concerns about his previous positions on race, abortion and even his physically affectionate campaign style.
There is little… [+9252 chars]","Despite the gaffes and criticisms, the former vice president’s support among Democratic voters has remained strong.",2019-09-02,The Washington Post,Presidential hopefuls face a stubborn problem: how to bump Biden,https://www.washingtonpost.com/politics/presidential-hopefuls-face-a-stubborn-problem-how-to-bump-biden/2019/09/01/e8089b30-cc1d-11e9-a1fe-ca46e8d573c0_story.html
33,By STEVE PEOPLES AP National Political Writer,"NEW YORK (AP) Doug Ogden doesn't know what to do.
The 75-year-old retired law enforcement officer is disgusted by President Donald Trump. But he can't imagine voting for a Democrat in 2020, either. A self-described independent in South Carolina, Ogden doesn'… [+7158 chars]",NEW YORK (AP) — Doug Ogden doesn't know what to do.,2019-09-03,Associated Press,Democrats face identity crisis in next phase of 2020 race,https://apnews.com/970fc6b923b34742ae3a691c1e72c209
34,Hannah Bleau,"The IBD/TIPP Poll one of the three surveys released this week showed Biden leading the pack with 28 percent support from registered Democrats and Democrat-leaning independent voters. However, Warren came in just four points behind him with 24 percent support … [+2493 chars]","A trio of national polls released this week shows Joe Biden (D) maintaining his status as the party's frontrunner, but Sen. Elizabeth Warren (D-MA) is continuing to make her presence felt within the top tier.",2019-09-03,Breitbart News,"National Polls Show Biden Lead, Warren Surge Behind Him",https://www.breitbart.com/politics/2019/09/03/national-polls-show-biden-lead-warren-surge-behind-him/
35,By STEVE PEOPLES AP National Political Writer,"NEW YORK (AP) Doug Ogden doesn't know what to do.
The 75-year-old retired law enforcement officer is disgusted by President Donald Trump. But he can't imagine voting for a Democrat in 2020, either. A self-described independent in South Carolina, Ogden doesn'… [+7084 chars]",NEW YORK (AP) — Doug Ogden doesn't know what to do.,2019-09-03,Associated Press,Democrats face identity crisis in next phase of 2020 race,https://apnews.com/970fc6b923b34742ae3a691c1e72c209
